Timestamp,Market,Product,UnitOfMeasure,Currency,PriceLocal,PriceUSDMT,Period,Month,Year,IngestionTimestamp
2026-03-16,EEX,SMP,MT,EUR,2800.0,3334.15,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3338.09,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3342.03,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3345.96,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2840.0,3324.33,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2819.0,3304.29,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2819.0,3308.83,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2846.0,3345.1,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2759.0,3247.29,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2759.0,3251.73,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2771.0,3270.33,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3308.84,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3313.11,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3317.39,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3321.66,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3325.94,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2607.0,3035.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2781.0,3244.01,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2831.0,3308.06,2026-05-27,5,2026,2026-08-24 16:50:20.491893
